teams_ids,team,country,tm_data,city
11531,Greifswalder,Germany,"Greifswalder SV 04 was a German association football club from the city of Greifswald, Mecklenburg-Vorpommern. The club was formed out of the merger of SSV Grün-Schwarz Greifswald, ESV/Empor Greifswald, and Greifswalder SV 98.",Greifswald
7529,Siófok,Hungary,"Bodajk FC Siófok, generally shortened to BFC Siófok, is a Hungarian football club based in Siófok, a small town on the shores of Lake Balaton. The club was founded in 1921 as Siófok SE. The word Bodajk in the club's name stems from a merger with Bodajk FC in 2005.",Siófok
13091,Dinamo Zagreb II,Croatia,,Zagreb
16456,Kuching,Malaysia,"Kuching City Football Club or simply known as Kuching City is a professional football club based in Kuching, Sarawak, Malaysia that participates in the Malaysia Premier League. It is the third professional football club based in the state of Sarawak.",Kuching
15098,Igilik,Kazakhstan,,Igilik
21397,BW Lohne,Germany,,Lohne
13869,Shevardeni 1906,Georgia,"FC Shevardeni-1906 Tbilisi is one of the oldest Georgian association football clubs. They play in the Erovnuli Liga 2, the second tier of Georgian football.",Tbilisi
17203,Atletico Ottawa,Canada,"Atlético Ottawa is a Canadian professional soccer club based in Ottawa, Ontario. The club competes in the Canadian Premier League and plays its home games at TD Place. The team was founded in 2020 by Spanish club Atlético Madrid.",Ottawa
,Gloria,Brazil,,Buzău
14050,Onsala,Sweden,Onsala BK is a Swedish football club located in Onsala. Onsala BK is the biggest football club in Halland with over a thousand active players both boys and girls.,Onsala
,Eslov,Sweden,,Eslöv
20713,FC Rosengard,Sweden,FC Rosengård is a Swedish professional football club located in the area Rosengård of Malmö. The club was founded on 4 September 1917 as Malmö Boll &amp; Idrottsförening but has since been merged once and renamed twice.,Malmö
20697,Solvesborgs,Sweden,Sölvesborgs GoIF is a Swedish football club located in Sölvesborg in Blekinge.,Sölvesborg
18204,Volders,Austria,,Volders
,Ipswich City,Australia,,Ipswich
,Banik Ostrava II,Czech Republic,,Ostrava
14279,Vrchovina,Czech Republic,"SFK Vrchovina is a Czech football club located in the town of Nové Město na Moravě in the Vysočina Region. In the 2017–18 season the club was promoted from the Czech Fourth Division and currently plays in the Moravian–Silesian Football League, which is the third tier of the Czech football system.",Nové Město
17891,Slovacko (В),Czech Republic,,Uherské Hradiště
23359,Slovan Rosice,Czech Republic,"FC Slovan Rosice is a Czech football club located in Rosice in the South Moravian Region. After promotion from the Czech Fourth Division in 2019, the club plays in the Moravian–Silesian Football League.",Rosice
,EST,France,,Kibungo
11655,Amneville,France,"Club Sportif Orne 1919 Amnéville-les-Thermes is a French association football team founded in 1919. They are based in Amnéville, France and are playing in the Championnat National 3, the fifth tier in the French football league system. They play at the Stade Municipal in Amnéville.",Amnéville
13793,Titanes,Venezuela,,Guanare
22461,Primorac Biograd,Croatia,"HNK Primorac is a Croatian football club based in town of Biograd na Moru. The club took part in the 2007 Croatian Cup, when it was eliminated in the round of 16.",Biograd na Moru
20068,Dubrovnik,Croatia,"NK GOŠK - Dubrovnik 1919 is a professional football club based in the city of Dubrovnik, Croatia. Its name comes from the Gruž neighbourhood of the city (Gruški Omladinski Športski Klub, in English Gruž Youth Sports Club).",Dubrovnik
18711,Junak,Croatia,,Sinj
,Vrapce Zagreb,Croatia,,Zagreb
,NK Lukavec,Croatia,,"    Velika Gorica"
,Karlovac,Croatia,,Karlovac
,SG Barockstadt Fulda Lehnerz,Germany,,Fulda
,SNGPL,Pakistan,,Lahore
,FC Kleve,Germany,,Kleve
,FC Sand,Germany,,Sand am Main
,Sotra Sportsklubb,Norway,,Sotra
,Real Podunavci,Serbia,,Podunavci
,Hajduk Veljko,Serbia,,Negotin
,Radnicki Svilajnac,Serbia,,Svilajnac
,Tsementnik,Belarus,,Kant
9183,Gazovik Vitebsk,Belarus,,Vitebsk
13715,Azul Claro Numazu,Japan,"Azul Claro Numazu is a Japanese professional football team based in Numazu, Shizuoka Prefecture. They earned promotion to play at the nationwide third-tier J3 League starting in 2017.",Numazu
,Rio Branco VN,Brazil,,Venda Nova do Imigrante
,Sao Raimundo Boa Vista,Brazil,,Boa Vista
14877,Penarol AM,Brazil,,Itacoatiara
16691,Oerebro Syrianska,Sweden,Örebro Syrianska IF is a Swedish football club from Örebro.,Örebro
,Cumberland United,Australia,,Adelaide
14406,Sile Yildizspor,Turkey,,Şile
15233,Vestri,Iceland,"Knattspyrnudeild Vestra, also known as Vestri, is the football department of the Íþróttafélagið Vestri multi-sport club and is based in Ísafjarðarbær, Iceland.",Ísafjarðarbær
,Gap,Australia,,Gap
18755,Chateaubriant,France,"Voltigeurs de Châteaubriant is a French association football club based in the commune of Châteaubriant, Loire-Atlantique. As of the 2020–21 season the men's team competes in the National 2, the fourth tier of French football, having won promotion in the truncated 2019–20 season.",Châteaubriant
14157,Marignane,France,"Marignane Gignac Football Club is a French football club based in Marignane, Bouches-du-Rhône. It was founded in 1924 as Union Sportive Marignanaise. In 2016 US Marignanaise merged with AS Gignac to form the current club.",Marignane
10029,Trelissac,France,,Trélissac
17941,Notvikens,Sweden,Notvikens IK is a Swedish football club located in Luleå in Norrbotten County.,Luleå
,Trosa-Vagnhaerad,Sweden,,Vagnhärad
17942,Tord,Sweden,IK Tord is a Swedish football club located in Rosenlund in Jönköping. The club was formed on 10 September 1919 and has specialised in football and baseball.,Rosenlund
20709,Angered BK,Sweden,,Göteborg
17921,Stoede,Sweden,,Stöde
20711,Yxhults IK,Sweden,,Hällabrottet
14069,Dalstorps,Sweden,,Dalstorp
20700,Jarfalla,Sweden,FC Järfälla is a Swedish football club located in Järfälla.,Järfälla
,Umea Akademi,Sweden,,Umeå
15495,Middelfart,Denmark,,Middelfart
,Hilleroed,Denmark,,Hillerød
9544,Stadlau,Austria,,Wien
,Altenmarkt,Austria,,Altenmarkt an der Triesting
,Kohfidisch,Austria,,Kohfidisch
,Oberpetersdorf,Austria,,Schwarzenbach
,Neman Mosty,Belarus,,Mosty
22336,Lida II,Belarus,,Lida
22301,Svislach,Belarus,,Svislach
,RSV Meinerzhagen,Germany,,Meinerzhagen
17933,Vaenersborgs FK,Sweden,,Vänersborg
,Union Mondsee,Austria,,Mondsee
,Gussing,Austria,,Güssing
13773,Cheonan City,Korea Republic,"Cheonan City FC is a South Korean football club based in the city of Cheonan. It was founded in 2008, and has competed in the Korea National League between 2008 and 2019.",Cheonan
17751,Potsdam (W),Germany,"1. Frauenfußballclub Turbine Potsdam 71 e. V., commonly known as 1. FFC Turbine Potsdam (or Turbine Potsdam outside of Germany), is a German women's football club located in Potsdam, Brandenburg.",Potsdam
17188,Jalapa U20,Nicaragua,,Jalapa
,TSV Dachau,Germany,,Dachau
23618,SV Oberachern,Germany,"SV Oberachern is a German association football club from the town of Achern, Baden-Württemberg. The club's greatest success has been promotion to the tier five Oberliga Baden-Württemberg in 2013 but it was relegated again after only one season.",Achern
,Huenfelder,Germany,,Hünfeld
18566,Rotenberg,Austria,,Langenegg
,Defensores de Pronunciamiento,Argentina,,Pronunciamiento
14976,Igrejinha,Brazil,"Esporte Clube Igrejinha, commonly referred to as Igrejinha, is a Brazilian football club based in Igrejinha, Rio Grande do Sul. It currently plays in Campeonato Gaúcho Série A2, the second level of the Rio Grande do Sul state football league.",Igrejinha
,Erdi VSE,Hungary,,Érd
9691,Tiszaujvaros,Hungary,,Tiszaújváros
18300,Elore,Hungary,"BKV Előre SC is a Hungarian football club located in Budapest, Hungary. It currently plays in Hungarian National Championship III. The team's colors are yellow and blue.",Budapest
18276,Honved II,Hungary,,Budapest
9694,Andrashida,Hungary,,Andráshida
18295,Komarom,Hungary,"Komárom Városi Sportegyesület is a professional football club based in Komárom, Komárom-Esztergom County, Hungary, that competes in the Nemzeti Bajnokság III, the third tier of Hungarian Football.",Komárom
,Bekescsaba II,Hungary,,Békéscsaba
7378,Egri,Hungary,"Egri FC is a Hungarian football club, based in Eger. The club's colours are red and blue. They played five times in the first league, however there were two years in the recent past (2003–05) when the city of Eger had no adult football team.",Eger
18274,Dabas,Hungary,"Football Club Dabas is a professional football club based in Dabas, Pest County, Hungary, that competes in the Nemzeti Bajnokság III, the third tier of Hungarian football.",Dabas
18297,Veszprem,Hungary,"Veszprém FC is a Hungarian Association Football Club, founded in 1912 as Vegyész TC. The club played in the Hungarian First League between 1988 and 1993. In 2005, the club disbanded but was re-organized in 2006.",Veszprém
10418,BVSC,Hungary,"Budapesti Vasutas Sport Club-Zugló is a professional football club based in Zugló, Budapest, Hungary, that competes in the Nemzeti Bajnokság III.  The club was founded in 1911.",Zugló
,Hajduszoboszloi SE,Hungary,,Hajduszoboszloi
18298,Bicskei,Hungary,,Bicske
20341,Oriolik Oriovac,Croatia,NK Oriolik is a Croatian professional football club based in Oriovac. They currently compete in 4. HNL (fourth level).,Oriovac
16669,Granicar Zupanja,Croatia,NK Graničar is a Croatian football club based in the town of Županja in Slavonia.,Županja in Slavonia
,Marsonia,Croatia,,Slavonski Brod
21916,Stovner,Norway,,Oslo
18202,Zams,Austria,,Zams
,Chicago House,USA,,Chicago
10607,Murom,Russia,"FC Murom is a Russian football team based in Murom. It was founded in 2014 and entered amateur competitions. For 2017–18 season, it received the license for the third-tier Russian Professional Football League after winning their zone of the Russian Amateur Football League.",Murom
15661,Forge,Canada,"Forge FC is a Canadian professional soccer club based in Hamilton, Ontario, that competes in the Canadian Premier League, the top tier of Canadian soccer. The club plays its home matches at Tim Hortons Field. Forge FC joined the CPL in 2019 as one of the league's seven inaugural teams.",Hamilton
20541,Oakland Roots,USA,"Oakland Roots Sports Club is an American professional soccer team based in Oakland, California. The club was formed in 2018 by a group of Oakland natives, and began play in the National Independent Soccer Association in the fall of 2019.",Oakland
20343,Guayaquil SC,Ecuador,"Búhos ULVR Fútbol Club, formerly called Guayaquil Sport Club is an Ecuadorian football club based in Guayaquil. It was the first football club in the country, has founded on April 23, 1899 by Juan Wright and Roberto Wright, the two brothers who brought the sport to the country.",Guayaquil
,Zenit Saint Petersberg (W),Russia,,Saint Petersberg
,Red Lions,Malawi,,Zomba
,Pakistan Navy,Pakistan,,Quetta
17926,Gottne,Sweden,,Mellansel
,Olympic Malmö,Sweden,,Malmö
,Vinbergs,Sweden,,Vinberg
,Partizan Salihorsk,Belarus,,Salihorsk
13774,2 de Mayo,Paraguay,,Pedro Juan Caballero
14362,Korab,FYR Macedonia,,Debar
14367,Detonit Junior,FYR Macedonia,"FK Detonit Junior is a football club based in the city of Radoviš, Republic of Macedonia. They are currently competing in the Macedonian Second League.",Radoviš
9589,Gostivar,FYR Macedonia,"KF Gostivari is a football club based in Gostivar, North Macedonia. They are currently competing in the Macedonian Second League.",Gostivar
22248,Lokomotiva Gradsko,FYR Macedonia,"FK Lokomotiva Gradsko is a football club from Gradsko, North Macedonia. They are currently competing in the Macedonian Third League (South Division).",Gradsko
8698,Douglas Haig,Argentina,"Club Atlético Douglas Haig is an Argentine football club from Pergamino, Buenos Aires Province, which plays in the country's Third Division. The club is named in honour of Field Marshal Sir Douglas Haig, a victorious General from World War I.",Pergamino
10379,Deportivo Madryn,Argentina,,Puerto Madryn
,Madla,Norway,,Hafrsfjord
17199,Dushanbe-83,Tajikistan,FC Dushanbe-83 is a football club based in Dushanbe in Tajikistan.,Dushanbe
22735,Hebburn Town,England,"Hebburn Town Football Club is a football club based in Hebburn, Tyne and Wear, England. The club are currently members of the Northern Premier League Division One East and play at Hebburn Sports &amp; Social Ground.",Hebburn
22243,Smena Vawkavysk,Belarus,,Vawkavysk
,Llangefni Town,Wales,,Llangefni
13314,Pontypridd Town AFC,Wales,"Pontypridd United AFC is a Welsh football club, based in Pontypridd. The club play at USW Sports Park on Treforest Industrial Estate.  The club plays in the Cymru Premier.",Pontypridd
,Nizhny Novgorod U19,Russia,,Nizhny Novgorod
11525,Pansdorf,Germany,,Ratekau
16473,San Diego Loyal,USA,"San Diego Loyal Soccer Club is an American professional soccer team based in San Diego, California. The team was founded by Warren Smith and Landon Donovan. San Diego Loyal made its debut in 2020 as an expansion team in the USL Championship.",San Diego
,Bage,Brazil,,Bagé
,VfB Krieschow,Germany,,Kolkwitz
,MTV Gifhorn,Germany,,Gifhorn
20506,Sturt Lions,Australia,"Sturt Lions Football Club is an Australian semi-professional football club in Adelaide, South Australia. Nicknamed the Lions, Sturt are associated with FFSA, and they currently play in the NPL South Australia. The league is a first tier-league in South Australia and second-tier nationally.",Adelaide
,Feucht,Germany,,Feucht
18565,Swarovski Tirol II,Austria,,Wattens
,Inter Miami II,USA,,Fort Lauderdale
,Staal Joerpeland,Norway,,Jørpeland
,HCS-Olympia,Belarus,,Grodno
22708,Slonim City,Belarus,,Slonim
,Ludesch,Austria,,Ludesch
9119,Bizau,Austria,,Bizau
,Schruns,Austria,,Schruns
18279,Kelen,Hungary,,Budapest
18269,Debrecen II,Hungary,,Debrecen
19869,Hodmezovasarhely,Hungary,"Hódmezővásárhelyi Futball Club is a professional football club based in Hódmezővásárhely, Csongrád County, Hungary, that competes in the Nemzeti Bajnokság III, the third tier of Hungarian football.",Hódmezővásárhely
,Sényő Carnifex,Hungary,,Sényő
18267,Tallya,Hungary,,Tállya
18271,Diosgyor II,Hungary,,Miskolc
18273,Rakosmenti,Hungary,"Rákosmenti Községi Sport Kör is a professional football club based in Rákosmente, Budapest, Hungary, that competes in the Nemzeti Bajnokság III, the third tier of Hungarian football.",Rákosmente
,Ivancsa,Hungary,,Iváncsa
,Puskas Akademia II,Hungary,,Felcsút
,Törökszentmiklós,Hungary,,Törökszentmiklós
10388,Salgotarjan,Hungary,,Salgótarján
,Mako,Hungary,,Makó
,Gárdony,Hungary,,Gárdony
18363,Sopron,Hungary,"FC Sopron, was a Hungarian football club from the town of Sopron, near the Austrian border. It was founded in 1921 as Soproni Postás. The club's home stadium is Stadion Városi with a capacity of 5,300. With the beginning of the season 2007/08 Lajos Détári was appointed for being the head coach.",Sopron
,Prutz / Serfaus,Austria,,Prutz
14824,Selangor United,Malaysia,"Sarawak United Football Club is a Malaysian professional football club based in Sarawak. The club currently play in the First-tier division in Malaysian football, the Malaysia Super League.",Sarawak
12647,Knockbreda,Northern Ireland,"Knockbreda Football Club is a semi-professional, Northern Irish football club playing in the NIFL Championship. They hail from Belfast and play their home matches at Breda Park, on the Upper Braniel Road located in the east of the city. The club was formed after the Second World War, c. 1947.",Belfast
9333,Gresford,Wales,"Gresford Athletic Football Club is a football team based in Gresford, near Wrexham, Wales. They are members of the Cymru North, which is in the second tier of the Welsh football league system and play at Clappers Lane.",Gresford
,SV Vatan Spor,Germany,,Aschaffenburg
17918,Kumla,Sweden,IFK Kumla is a Swedish football club located in Kumla.,Kumla
,Haessleholm,Sweden,,Hässleholm
14044,Lidingo,Sweden,IFK Lidingö FK is a Swedish football club located in Lidingö.,Lidingö
21583,FC Egg,Austria,,Egg
17773,Neptunas,Lithuania,,Klaipėda
13647,Fovu Club,Cameroon,"Fovu Club de Baham is a Cameroonian football club based in Baham. They are a member of the Cameroonian Football Federation.  Their home stadium is Stade de Baham. The club is named after the Sacred Cave Fovu, one of the most sacred place.",Baham
13655,Stade Renard,Cameroon,,Mélong
13664,Dragon Yaounde,Cameroon,Dragon Club de Yaoundé is a Cameroonian football club. They are a member of the Cameroonian Football Federation and currently play in the top domestic league Elite One.,Yaoundé
20358,Suduva B,Lithuania,,Marijampole
17782,Kauno Zalgiris II,Lithuania,,Kaunas
15004,Green Gully,Australia,"Green Gully Soccer Club is an Australian football club based in Melbourne, Victoria. Green Gully is one of the largest clubs in Melbourne, having participated in the now defunct National Soccer League between 1984–1986.",Melbourne
,Krasnopole,Belarus,,Krasnapolle
13486,Ifeanyi Ubah,Nigeria,"FC Ifeanyi Ubah was founded following the acquisition of Gabros international Football Club by Sen. Patrick Ifeanyi Ubah. The Club was originally known as Iyayi Football Club of Benin City, before its acquisition by Chief Gabriel Chukwuma and renamed Gabros International Football Club.",Nnewi
7456,Lustenau,Austria,"FC Lustenau 07 is a football club based in Lustenau, Vorarlberg. They currently compete in the Vorarlbergliga, one of the fourth tiers of Austrian football. Until the 2012–13 they played in the Second League.",Lustenau
,ASV Neumarkt,Germany,,Neumarkt
18653,Lochau,Austria,,Lochau
21017,Trefelin BGC,Wales,"Trefelin Boys &amp; Girls Club, often shortened to Trefelin BGC, is an association football club who play their home games at Ynys park in Port Talbot, Neath Port Talbot, Wales. Their men's team play in the Cymru South. Trefelin BGC was founded in 1984.",Port Talbot
13259,Penrhyncoch,Wales,,Penrhyncoch
13265,Goytre United,Wales,,Goytre
21015,Llanidloes Town,Wales,"Llanidloes Town Football Club are an association football club based in the town of Llanidloes, Wales. They currently play in the Cymru North.",Llanidloes
13378,Al-Sowaihili,Libya,,Misurata
13282,Alsinaat Alkahrabaiya,Iraq,"Al-Sinaat Al-Kahrabaiya Sport Club, is an Iraqi football team based in Baghdad, that plays in the second tier Iraq Division One.",Baghdad
,Nashville SC,USA,,Nashville
,TSV Landsberg,Germany,,Landsberg am Lech
9241,Logan Lightning,Australia,,Logan City
,SV Pullach,Germany,,Pullach
,Bezau,Austria,,Bezau
,Neman II,Belarus,,Grodno
13269,Undy Athletic,Wales,,Undy
,Annerley,Australia,,Brisbane
16178,Jigawa Golden Stars,Nigeria,"Jigawa Golden Stars Football Club is a Nigerian football club. They play in the second level of professional football in Nigeria, the Nigeria National League. Until 2007 they played in the city of Kano.",Kano
13498,Akwa United,Nigeria,"Akwa United Football Club is a Nigerian football club based in Uyo. They play in the first division of Nigerian football, the Nigeria Professional Football League. Godswill Akpabio International Stadium is the club's home stadium.",Uyo
,Olimp Dolgoprudny II,Russia,,Dolgoprudny
13673,Mt Gravatt Hawks,Australia,"Mt Gravatt Hawks FC is an Australian football club from Mount Gravatt, Queensland, a suburb of Brisbane.  The club was formed in 1960 and has a prestigious history as holders of several titles including the Ampol Cup, State Championship and several State League Premierships.",Mount Gravatt
16457,The Lakes,Australia,,Brisbane
,Pruzhany,Belarus,,Pruzhany
16270,Nova Mutum,Brazil,,Nova Mutum
13492,Nasarawa United,Nigeria,"Nasarawa United Football Club is a soccer club based in Lafia, Nasarawa. They play in the Nigeria Premier League.",Lafia
15149,Greenville Triumph,USA,"Greenville Triumph SC is a professional soccer team based in Greenville, South Carolina, United States. The club began play in USL League One in 2019.",Greenville
,Gorodok lions,Belarus,,Gorodok
,Spartak Shklov,Belarus,,Shklov
23649,Ivanovo,Belarus,,Ivanovo
,Novaya Pripyat,Belarus,,Aĺšany
,Slutsk II,Belarus,,Slutsk
,Torpedo BelAZ II,Belarus,,Zhodino
15146,Chattanooga Red Wolves,USA,"Chattanooga Red Wolves Soccer Club is an American professional soccer club based in Chattanooga, Tennessee. They are a founding member of USL League One, the third division of American soccer. The club was announced as a member of League One on August 1, 2018.",Chattanooga
14898,Bamenda,Cameroon,"PWD Bamenda is a Cameroonian Foootball Club club based in the City of Bamenda, Northwest Region They currently compete in the Elite One, the highest football league in Cameroon PWD Bamenda won their maiden domestic and first Elite One title in 2020 after they were crowned champions since the season couldn't be completed due to the effects of thethey also went on to win the Cameroon cup after beating Astres of Douala (1-0) through a free kick transformed by Chem thereby setting them a place for CAF confederations Cup preliminaries.They failed to make it to the playoffs of the league COVID-19 pandemic.This club has several names among which are P-ton ton and Abakwa boys and is one of the oldest clubs in Cameroon, the flag bearer of the North West Region of Cameroon alongside YOSA their archrivals.  MAIN RIVALS:Yong Sports Academy of Bamenda ""YOSA"",Coton Sport of Garoua",Bamenda
16196,CNEPS Excellence,Senegal,,Thiès
13388,Al-Wehda,Libya,,Tripoli
15353,Philadelphia Lone Star,USA,"Philadelphia Lone Star Football Club is an American professional development soccer club based in Southwest Philadelphia, Pennsylvania that competes in USL League Two and the National Premier Soccer League, both leagues which sit in the fourth tier of the American soccer pyramid.",Philadelphia
,Long Island Rough Riders,USA,,New York
13390,Al Hilal,Libya,,Benghazi
,Toowong,Australia,,Auchenflower
21709,Kolos Cherven,Belarus,,Cherven
,Inter Allies,Ghana,,Tema
,Hearts of Oak,Ghana,,Accra
,Sarmiento de Resistencia,Argentina,,Resistencia
,Sol de Mayo,Argentina,,Viedma
,Mighty Tigers,Malawi,,Blantyre
,Moyale Barracks,Malawi,,Mzuzu
,Boston Bolts,USA,,Boston
,Lionsbridge,USA,,Newport News
20987,Falko,Belarus,,Cherkassy
,Niva Dolbizno,Belarus,,Dolbizno
22023,AviaDor,Belarus,,Orsha
,Kostyukovichy,Belarus,,Kostyukovichy
14819,Castanhal,Brazil,"Castanhal Esporte Clube, commonly referred to as Castanhal, is a Brazilian professional football club based in Castanhal, Pará founded on 7 September 1924.",Castanhal
,Vitebsk II,Belarus,,Vitebsk
20149,Newmarket,Australia,"Newmarket Soccer Football Club is an Australian football (soccer) club based at Newmarket, an inner north-west suburb of Brisbane, Queensland. The club was founded in 1949 as the Postal Institute Soccer Club, adopting its current name in the mid-1960s.",Newmarket
15117,Cockburn City,Australia,Cockburn City Soccer Club  is an Australian soccer club currently playing in the National Premier Leagues Western Australia. They play their home games at Dalmatinac Park and train at Beale Park.,Beale Park
,Bayswater City,Australia,,Bayswater
18624,Yenisey (W),Russia,,Krasnoyarsk
,Chertanovo (W),Russia,,Moskva
13784,Sportivo Iteno,Paraguay,"Sportivo Iteño is a Paraguayan football club based in the city of Itá, in Asunción. The club was founded on June 1, 1924 and plays in the Paraguayan División Intermedia, the second division of the Paraguayan league.",Itá
16200,Teungueth,Senegal,,Rufisque
18359,Saldus/Leevon,Latvia,,Saldus
,Virginia Beach United,USA,,Virginia Beach
,PDX,USA,,Portland
13208,Widad Temara,Morocco,,Témara
11258,Chabab Atlas Khenifra,Morocco,,Khénifra
,South Bend Lions,USA,,South Bend
,New York RB III,USA,,New York
,Nordvaermland,Sweden,,Ambjörby
22386,Schuchin,Belarus,,Shchuchyn
,Reading United,USA,,Reading
,Southern Soccer Academy,USA,,Marietta
13237,Alittihad Misurata,Libya,"Alittihad is a Libyan football club based in Misurata, western Libya. They play their home games at Misurata Stadium. The club's home colours are green and white.",Misurata
15279,Ilves II,Finland,,Tampere
15548,Babrungas,Lithuania,"Futbolo klubas Babrungas, commonly known as Babrungas, is a Lithuanian football club located in Plungė, in Plungė District. They currently play in the I Lyga, the second tier of Lithuanian football.",Plungė
23020,Prodcenter Vitebsk,Belarus,,Vitebsk
,montajnik,Belarus,,Mazyr
15122,VJS,Finland,,Vantaa
,Ebusua Dwarfs,Ghana,,Cape Coast
,Ntopwa,Malawi,,Blantyre
15096,FC Turan,Kazakhstan,FC Turan is a professional football club from Kazakhstan based at the Turkistan Arena in Turkistan.,Yaypan
15026,Adelaide Olympic,Australia,"Adelaide Olympic F.C. is a football club from Adelaide, South Australia. The club competes in the National Premier Leagues South Australia.",Adelaide
8506,Hume City,Australia,"Hume City Football Club is a semi-professional Australian football club based in Broadmeadows, a suburb of Melbourne, Victoria. Established by the local Turkish Australian community, the club competes in the National Premier Leagues Victoria.",Broadmeadows
,Dinamo Brest II,Belarus,,Brest
,Sorrento Perth,Australia,,Duncraig
,WAFA,Ghana,,Sogakope
20357,Banga B,Lithuania,,Gargždai
12525,Canberra Olympic,Australia,,O'Connor
,CASD Camioneros,Argentina,,Estéban Echeverría
14790,Gimnasia Tiro,Argentina,"Club de Gimnasia y Tiro is an Argentine football club, based in the city of Salta. The team currently plays in Torneo Argentino A, the regionalised third division of the Argentine football league system. Gimnasia y Tiro has played four seasons at the highest level of Argentine football.",Salta
,Union de Sunchales,Argentina,,Sunchales
12527,Olympia FC Warriors,Australia,,Hobart
22317,Kingborough Lions,Australia,"Kingborough Lions United Football Club is a semi-professional association football club based in Kingston, Tasmania. Founded in 1998, the club currently competes many leagues including in the NPL Tasmania and the Women's Super League.",Kingston
,Seacoast United Phantoms,USA,,New Hampshire
,Ocean City Nor'easters,USA,,Ocean City
13384,Al-Madina,Libya,"Al-Madina Sports Cultural &amp; Social Club known as Al-Madina Club or simply Al-Madina is a Libyan football and basketball club based in Tripoli, Libya.",Tripoli
,Brazos Valley,USA,,Bryan
,Tri-Cities,USA,,Johnson City
,Wake,USA,,Holly Springs
,Kalamazoo,USA,,Kalamazoo
,Grand Rapids,USA,,Grand Rapids
20990,Livadija,Belarus,,nd
11816,Throttur Vogar,Iceland,"Ungmennafélagið Þróttur, commonly known as Þróttur Vogum, is an Icelandic sports club from the town of Vogar.",Vogar
,Tormenta II,USA,,Statesboro
,FC Dietikon,Switzerland,,Dietikon
23617,Grasshopper II,Switzerland,,Niederhasli
13392,Al-Anwar,Libya,,Al-Abyar
,Great Barrington,USA,,Great Barrington
,Stroitel Kapyl,Belarus,,Kopyl
22709,Dnepr Mogilev II,Belarus,,Mogilev
14906,Lumwana Radiants,Zambia,"Lumwana Radiants is a football team from lumwana, kalumbila, Zambia, currently playing in the Zambian Premier League. They were the first team from northwestern Zambia to play in the Zambian top flight.",Lumwana
,Inglewood United,Australia,,Inglewood
,Guarani Trinidad,Paraguay,,Trinidad
17551,Paju Citizen,Korea Republic,"Paju Citizen Football Club is a South Korean football club based in the city of Paju.  The club is a member of the K3 League, an semi-professional league and the third tier of semi professional football in South Korea.",Paju
17781,Panevezys II,Lithuania,,Panevėžys
,Circulo Deportivo,Argentina,,Comandante Nicanor Otamendi
,Lourdes,Spain,,Lourdes
13718,Fujieda MYFC,Japan,"Fujieda MYFC are a Japanese J3 League football club based in Fujieda, Shizuoka. It is funded by online subscribers and is the first of its kind in Japan.",Fujieda
,BATE II,Belarus,,Borisov
15170,GAS,Brazil,"Grêmio Atlético Sampaio, commonly known as GAS, is a Brazilian football club based in Caracaraí, Roraima state. They competed in the Série C once.",Caracaraí
14204,Gwelup Croatia,Australia,"Gwelup Croatia is an Australian semi-professional soccer club based in Gwelup in Perth, Western Australia, founded in 1988. Gwelup Croatia currently competes in the NPL Western Australia, with matches played at the Croatian Sporting Complex in Gwelup.",Gwelup in Perth
13353,Salitas,Burkina Faso,"Salimata et Taséré FC, known as Salitas FC, is a Burkinabé association football club, based in Ouagadougou.They were promoted to the Burkinabé Premier League after the 2016–17 season. They stayed up in their first season after promotion, they are currently still in the Burkinabé Premier League.",Ouagadougou
13359,Majestic,Burkina Faso,,Ouagadougou
,RC Bobo-Dioulasso,Burkina Faso,,Bobo-Dioulasso
13360,USFA,Burkina Faso,,Ouagadougou
22318,Clarence Zebras,Australia,"Clarence Zebras Football Club is a soccer club based in the City of Clarence, Tasmania, which was formed in September of 2019 as a result of the amalgamation of Clarence United FC and Hobart Zebras FC. They compete in the NPL Tasmania, the second tier of the sport in the country below the A-League.",Clarence
22316,Glenorchy Knights,Australia,"Glenorchy Knights Football Club is an Australian association football club based in Glenorchy, Tasmania. Founded in 1957, the club competes in Australia's second-tier National Premier League, with matches played at KGV Park.",Glenorchy
,Croydon Kings,Australia,,Adelaide
,Legon Cities,Ghana,,Accra
14453,Douanes,Burkina Faso,,Dakar
14452,ASEC Koudougou,Burkina Faso,Association Sportive des Employés et Commerçants de Koudougou is a Burkinabé football club based in Koudougou. They play their home games at the Stade Balibiè.,Koudougou
,Miami City,USA,,Miami
,Martigny,Switzerland,,Martigny
,Defensores de Cambaceres,Argentina,,Ensenada
,Hay Al Arab,Sudan,,Port Sudan
20318,Tegevajaro Miyazaki,Japan,"Tegevajaro Miyazaki is a Japanese football club based in Miyazaki, the capital city of Miyazaki Prefecture. They play in the J3 League.",Miyazaki Prefecture
17471,Brestzhilstroy,Belarus,,Brest
,Leschoz,Belarus,,Gomel
12531,Blacktown City FC,Australia,,Blacktown
,Sydney II,Australia,,"Sydney "
,New Farm United,Australia,,New Farm
15153,Tormenta,USA,"South Georgia Tormenta FC is an American soccer organization based in Statesboro, Georgia, United States. Founded in 2015, the club fields a professional team in USL League One, the third tier of the American Soccer Pyramid, as well as a pre-professional team in USL League Two called Tormenta FC 2.",Statesboro
,Sansinena BB,Argentina,,General Daniel Cerri
,Academica do Lobito,Angola,,Lobito
